,Unnamed: 0,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,X,Y,cluster
201,280,5.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,2.0,4.0,1.0,1.0,5.0,5.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,2.0,5.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,5.0,1,1.0,1.0,1.0,1.0,current smoker,social drinker,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,5.0,2.0,4.0,5.0,5.0,2.0,5.0,1,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,2,2.0,4,i am often running late,never,3.0,2.0,5.0,4.0,4.0,3.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,few hours a day,3.0,5.0,2.0,4.0,4.0,4,4.0,18.0,178.0,69.0,1.0,female,right handed,secondary school,no,city,house/bungalow,-207.07527867557195,1.399149854134872,1
202,281,5.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,2.0,4.0,1.0,4.0,5.0,2.0,3.0,3.0,4.0,1.0,5.0,5.0,5.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,5.0,5.0,2.0,4.0,4.0,5.0,1.0,4.0,3.0,1.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,2.0,5.0,2.0,1,1.0,3.0,4.0,3.0,former smoker,drink a lot,4.0,2.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,4,2.0,3.0,5.0,4.0,3.0,2.0,4.0,1.0,4,2.0,3,i am often early,sometimes,2.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,few hours a day,2.0,1.0,4.0,4.0,2.0,1,1.0,19.0,178.0,74.0,1.0,male,right handed,secondary school,no,city,block of flats,-206.07557249198695,2.5653098732273123,1
203,282,5.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,5,5.0,3.0,2.0,5.0,tried smoking,never,3.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,1,5.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,3,2.0,3,i am often early,sometimes,3.0,3.0,3.0,4.0,1.0,3.0,1.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,less than an hour a day,4.0,3.0,3.0,3.0,4.0,3,4.0,20.0,165.0,50.0,2.0,female,right handed,secondary school,no,city,block of flats,-205.0753795403602,-2.8047481556537126,1
204,284,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,1.0,1.0,4.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,2.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,4.0,3.0,3,1.0,1.0,3.0,3.0,never smoked,social drinker,4.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,1,3.0,3.0,5.0,1.0,5.0,2.0,1.0,1.0,4,1.0,4,i am always on time,only to avoid hurting someone,2.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,1.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,3.0,1.0,most of the day,5.0,1.0,4.0,3.0,3.0,4,3.0,20.0,178.0,68.0,2.0,male,right handed,secondary school,no,city,block of flats,-203.07460406350972,-4.021623459221974,1
205,285,5.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,5.0,1.0,5.0,1.0,2.0,2.0,2.0,5.0,3,3.0,3.0,3.0,3.0,tried smoking,social drinker,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,2.0,1.0,3.0,4.0,5.0,2.0,3.0,1.0,4.0,1,4.0,4.0,4.0,2.0,4.0,3.0,1.0,5.0,3,2.0,3,i am always on time,sometimes,4.0,4.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,few hours a day,4.0,4.0,3.0,3.0,3.0,2,4.0,20.0,168.0,55.0,2.0,female,right handed,secondary school,no,city,block of flats,-202.07620002774198,-2.996272923369706,1
206,286,5.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,5.0,2.0,2.0,4.0,5.0,1.0,5.0,2.0,1.0,1.0,3.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,4.0,5,4.0,3.0,3.0,3.0,former smoker,social drinker,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,4.0,5.0,5.0,2,5.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,4,2.0,3,i am often running late,only to avoid hurting someone,2.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,1.0,1.0,few hours a day,2.0,5.0,4.0,3.0,4.0,3,4.0,27.0,168.0,55.0,1.0,female,right handed,masters degree,no,city,block of flats,-201.07577659177704,0.2900259841049175,1
207,287,5.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,5,2.0,4.0,3.0,3.0,former smoker,social drinker,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,2,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4,3.0,3,i am always on time,only to avoid hurting someone,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,2.0,few hours a day,3.0,4.0,4.0,3.0,4.0,4,4.0,19.0,180.0,57.0,1.0,female,right handed,secondary school,yes,city,house/bungalow,-200.0749238193242,-0.20852533461794276,1
208,290,4.0,3.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,5.0,2.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,1.0,5.0,5.0,3.0,3.0,1.0,5.0,3.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1,3.0,4.0,4.0,2.0,tried smoking,social drinker,4.0,3.0,3.0,3.0,5.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,3,5.0,5.0,4.0,4.0,5.0,4.0,1.0,4.0,4,2.0,4,i am often running late,sometimes,3.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,1.0,few hours a day,1.0,3.0,4.0,4.0,4.0,1,5.0,20.0,173.0,58.0,1.0,female,right handed,secondary school,no,city,house/bungalow,-197.07511164138816,-1.1266642262165467,1
209,291,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,1.0,5.0,3.0,1.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2,1.0,2.0,2.0,4.0,tried smoking,social drinker,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,1.0,5.0,4,4.0,4.0,4.0,2.0,5.0,3.0,2.0,4.0,3,2.0,3,i am always on time,sometimes,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,few hours a day,3.0,2.0,3.0,3.0,2.0,2,3.0,20.0,193.0,85.0,1.0,male,right handed,secondary school,no,village,house/bungalow,-196.07607850791123,2.5064741646271034,1
210,292,5.0,4.0,5.0,2.0,3.0,2.0,5.0,5.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,5.0,2.0,4.0,5.0,5.0,3.0,2.0,5.0,5.0,3.0,2.0,5.0,3.0,4.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,2.0,1.0,1.0,4.0,4,4.0,4.0,4.0,1.0,never smoked,social drinker,3.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,1.0,2.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,1.0,5.0,1,3.0,4.0,5.0,3.0,2.0,3.0,2.0,5.0,4,2.0,5,i am often early,sometimes,2.0,4.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,few hours a day,4.0,4.0,3.0,3.0,5.0,5,4.0,21.0,184.0,120.0,1.0,female,right handed,secondary school,no,city,house/bungalow,-195.07611072027893,-0.7254054349087355,1
211,293,5.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,5.0,4.0,5.0,1.0,4.0,3.0,3.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,5.0,5.0,4.0,2.0,3.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,5.0,2.0,5.0,1.0,1.0,4.0,1.0,2.0,2,2.0,3.0,4.0,5.0,tried smoking,never,1.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,5.0,4.0,5.0,2.0,4.0,1.0,1.0,3.0,4.0,4.0,5.0,5,1.0,5.0,2.0,4.0,4.0,1.0,5.0,2.0,3,1.0,1,i am always on time,only to avoid hurting someone,5.0,4.0,5.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,3.0,few hours a day,3.0,5.0,1.0,1.0,1.0,2,2.0,16.0,167.0,62.0,1.0,female,right handed,primary school,yes,village,house/bungalow,-194.07573252251305,4.491827852110343,1
212,295,5.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,3.0,1.0,4.0,5.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,5.0,1.0,2.0,5.0,3.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,5,4.0,4.0,5.0,4.0,tried smoking,drink a lot,4.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,2,2.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,3,4.0,2,i am always on time,everytime it suits me,2.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,2.0,few hours a day,3.0,3.0,3.0,4.0,4.0,2,4.0,18.0,167.0,57.0,1.0,female,right handed,secondary school,no,village,house/bungalow,-192.0762869083531,2.847297812387389,1
213,296,5.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1,1.0,3.0,1.0,1.0,former smoker,drink a lot,3.0,5.0,2.0,1.0,1.0,3.0,2.0,3.0,5.0,3.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,3.0,1,2.0,2.0,4.0,1.0,5.0,3.0,2.0,1.0,3,1.0,5,i am always on time,sometimes,3.0,5.0,5.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,1.0,few hours a day,1.0,1.0,5.0,5.0,2.0,5,3.0,23.0,190.0,90.0,1.0,male,right handed,college/bachelor degree,no,city,block of flats,-191.07469693412241,-2.711223378242056,1
214,297,5.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,4.0,5.0,1.0,3.0,5.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1,1.0,2.0,2.0,3.0,former smoker,social drinker,3.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,5.0,2.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,2,2.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,4,2.0,2,i am always on time,only to avoid hurting someone,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,few hours a day,2.0,3.0,4.0,3.0,2.0,4,3.0,19.0,187.0,83.0,0.0,male,right handed,secondary school,yes,village,house/bungalow,-190.07495807864316,0.2373383339216638,1
215,298,5.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0,2.0,1.0,5.0,2.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,5.0,3.0,5.0,1.0,2.0,5.0,5.0,3.0,5,3.0,4.0,4.0,5.0,tried smoking,drink a lot,4.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,2.0,5.0,1,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3,1.0,4,i am often running late,sometimes,2.0,2.0,4.0,4.0,4.0,5.0,2.0,5.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,less than an hour a day,4.0,2.0,3.0,3.0,4.0,2,3.0,19.0,163.0,51.0,0.0,female,right handed,secondary school,no,city,house/bungalow,-189.07540229307168,-2.0164064422381416,1
216,299,5.0,3.0,4.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0,4.0,2.0,3.0,5.0,1.0,4.0,3.0,2.0,4.0,3.0,5.0,5,5.0,5.0,3.0,5.0,tried smoking,social drinker,3.0,2.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,5.0,4.0,5.0,1.0,4.0,1,4.0,5.0,5.0,2.0,5.0,4.0,3.0,1.0,3,3.0,3,i am often early,sometimes,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,few hours a day,3.0,4.0,3.0,3.0,3.0,3,4.0,22.0,173.0,52.0,1.0,female,right handed,college/bachelor degree,no,city,block of flats,-188.07530756813821,-1.0954241044428357,1
217,301,4.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1,1.0,1.0,2.0,3.0,never smoked,social drinker,1.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,1,3.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,1,2.0,2,i am often running late,only to avoid hurting someone,4.0,1.0,2.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,few hours a day,4.0,1.0,4.0,3.0,3.0,2,4.0,20.0,190.0,92.0,1.0,male,right handed,college/bachelor degree,no,city,house/bungalow,-186.07603282469816,1.0254552418792473,1
218,303,4.0,5.0,2.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,5.0,1.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,4,4.0,2.0,3.0,1.0,never smoked,social drinker,4.0,3.0,3.0,4.0,5.0,3.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,5.0,3.0,1.0,3.0,4.0,1.0,2.0,1,5.0,3.0,2.0,4.0,5.0,3.0,3.0,1.0,3,1.0,1,i am often early,only to avoid hurting someone,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,2.0,few hours a day,4.0,4.0,2.0,2.0,2.0,2,3.0,25.0,167.0,76.0,1.0,female,right handed,masters degree,no,city,block of flats,-184.07657304671523,-0.03166328503203908,1
219,304,5.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,5.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,5.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3,1.0,4.0,2.0,1.0,current smoker,social drinker,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1,4.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,3,3.0,4,i am always on time,everytime it suits me,5.0,5.0,1.0,4.0,5.0,4.0,2.0,4.0,5.0,1.0,5.0,1.0,4.0,3.0,5.0,4.0,3.0,3.0,1.0,4.0,5.0,1.0,3.0,few hours a day,3.0,4.0,3.0,3.0,1.0,1,3.0,18.0,160.0,53.0,2.0,female,right handed,secondary school,yes,city,block of flats,-183.07619181634917,-1.1878049901498544,1
220,305,5.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,1.0,2.0,1.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,2.0,5,1.0,3.0,4.0,3.0,current smoker,social drinker,2.0,2.0,1.0,4.0,1.0,3.0,2.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,5.0,5.0,4.0,4.0,2,4.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,3,3.0,4,i am often running late,never,2.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,few hours a day,2.0,1.0,4.0,4.0,5.0,3,4.0,20.0,169.0,64.0,0.0,female,right handed,college/bachelor degree,yes,city,house/bungalow,-182.0753415170357,1.559010741003485,1
221,307,5.0,3.0,1.0,4.0,3.0,2.0,5.0,2.0,5.0,4.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,4,1.0,1.0,4.0,4.0,never smoked,never,3.0,5.0,3.0,4.0,5.0,5.0,1.0,3.0,3.0,4.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,5,3.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,3,3.0,2,i am often running late,only to avoid hurting someone,1.0,3.0,5.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,1.0,4.0,5.0,1.0,3.0,3.0,1.0,3.0,5.0,4.0,5.0,4.0,3.0,few hours a day,4.0,5.0,1.0,1.0,1.0,1,3.0,19.0,176.0,68.0,2.0,female,right handed,secondary school,no,city,block of flats,-180.07620012767293,3.875343901475648,1
